cluster_id,h3_cell,lat,lon,violation_count,police_station,primary_violation,heavy_pct,repeat_pct,junction_pct,top_hours,spillover_index,persistence_index,zone_risk_index,zone_type,active_days,burst_days,petrol_pump_reduction,petrol_pump_new_risk,location_sample
215,8960145b17bffff,12.994658,77.552113,283,Rajajinagar,WRONG PARKING,20.1,16.3,100.0,"[21, 0, 22]",1.89,3.33,4.97,SEMI-CHRONIC,50,2,33,4.37,"17th Main Road, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
123,89618924053ffff,12.893054,77.63728,518,Hulimavu,WRONG PARKING,8.7,37.1,0.0,"[20, 21, 4]",2.69,6.6,4.94,CHRONIC,99,5,62,4.35,"7th Cross Road, Chikka Biddappa Layout, Garvebhavi Palya, Bengaluru, Karnataka. "
77,8961892541bffff,12.927515,77.680332,781,Bellandur,WRONG PARKING,55.6,9.1,0.0,"[21, 0, 22]",2.49,5.53,4.94,SEMI-CHRONIC,83,4,93,4.35,"RMZ Ecospace Internal Road, Citilights Liberty Apartment, Kariyammana Agrahara, "
168,89618925917ffff,12.92953,77.580581,359,Jayanagara,NO PARKING,0.3,20.1,100.0,"[3, 4, 0]",2.85,2.53,4.93,SPORADIC,38,2,43,4.34,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011"
131,8961892e997ffff,12.974003,77.614718,467,Halasur,NO PARKING,28.3,15.6,0.0,"[23, 22, 5]",3.34,7.2,4.92,CHRONIC,108,4,56,4.33,"Mahatma Gandhi Road, WEBBS Circle Junction, Ashok Nagar, Bengaluru, Karnataka. P"
200,8960145b0cbffff,12.996658,77.584142,303,Sheshadripuram,NO PARKING,2.6,15.5,99.0,"[4, 5, 2]",2.4,4.6,4.92,SEMI-CHRONIC,69,3,36,4.33,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
22,8960145b377ffff,13.012113,77.552659,2163,Malleshwaram,WRONG PARKING,3.9,21.3,0.5,"[4, 5, 2]",3.04,9.73,4.92,CHRONIC,146,8,259,4.33,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur,"
396,8960145b54fffff,12.980269,77.571878,120,Sheshadripuram,WRONG PARKING,20.8,27.5,100.0,"[19, 20, 21]",3.02,2.8,4.91,SPORADIC,42,2,14,4.32,"Bhashyam Main Road, Sangolli Rayanna Circle, Majestic, Bengaluru, Karnataka. Pin"
15,8960145b30fffff,13.011188,77.554501,2592,Malleshwaram,WRONG PARKING,7.3,16.2,0.0,"[4, 5, 3]",3.78,9.07,4.91,CHRONIC,136,5,311,4.32,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnata"
177,8960145845bffff,12.987672,77.537634,345,Vijayanagara,WRONG PARKING,2.0,17.1,100.0,"[5, 4, 7]",1.61,4.67,4.9,SEMI-CHRONIC,70,3,41,4.31,"80 Feet Road, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-5600"
201,8961892536bffff,12.966437,77.641522,297,Jeevanbheemanagar,NO PARKING,2.0,24.9,98.0,"[8, 9, 3]",2.45,2.67,4.89,SPORADIC,40,3,35,4.3,"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka"
278,89618924a07ffff,12.910976,77.573351,193,J.P. Nagar,WRONG PARKING,5.7,31.6,100.0,"[21, 20, 18]",2.15,2.93,4.88,SPORADIC,44,1,23,4.29,"40th Main Road, SBI Colony, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 ("
194,8961892598fffff,12.92885,77.58266,312,Jayanagara,NO PARKING,0.6,3.2,100.0,"[6, 2, 1]",2.63,6.4,4.88,SEMI-CHRONIC,96,4,37,4.29,"9th Main Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)"
128,8961892e55bffff,12.979215,77.695071,489,Mahadevapura,NO PARKING,41.7,17.0,0.0,"[22, 21, 23]",2.28,5.6,4.86,SEMI-CHRONIC,84,3,58,4.28,"Ferns City Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)"
176,89618925913ffff,12.931558,77.583762,346,Jayanagara,NO PARKING,0.6,0.3,100.0,"[0, 6, 3]",3.24,5.33,4.86,SEMI-CHRONIC,80,4,41,4.28,"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 "
335,8960145b4b7ffff,12.96805,77.585745,151,Halasuru Gate,WRONG PARKING,23.2,25.2,100.0,"[3, 2, 23]",2.13,2.6,4.85,SPORADIC,39,2,18,4.27,"1st Cross Road, Sunkalpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India"
249,8960145b107ffff,12.98468,77.549172,222,Magadi Road,WRONG PARKING,2.7,22.5,100.0,"[1, 22, 6]",3.07,2.93,4.85,SPORADIC,44,4,26,4.27,"20th Main Road, Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengalur"
263,8960145b50bffff,12.975091,77.570624,208,Chamarajpet,WRONG PARKING,6.7,8.7,100.0,"[0, 20, 19]",3.3,4.87,4.83,SEMI-CHRONIC,73,2,24,4.25,"Dharmambudi Kere Road, SK Shoppers Junction, Cottonpete, Bengaluru, Karnataka. P"
494,8960145b1a3ffff,12.97846,77.548785,82,Magadi Road,WRONG PARKING,31.7,20.7,100.0,"[21, 5, 22]",3.42,2.87,4.82,SPORADIC,43,2,9,4.24,"7th Cross Road, Industrial Estate, Rajaji Nagar, Bengaluru, Karnataka. Pin-56001"
10,8961892e2bbffff,13.008267,77.695228,3332,K.R. Pura,WRONG PARKING,5.3,17.1,0.0,"[19, 18, 20]",2.65,10.0,4.82,CHRONIC,152,10,399,4.24,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India"
40,8961892e16bffff,12.996058,77.668195,1305,Mahadevapura,PARKING IN A MAIN ROAD,20.0,16.2,0.0,"[4, 5, 6]",2.65,7.93,4.82,SEMI-CHRONIC,119,8,156,4.24,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-56"
67,8960145b373ffff,13.013338,77.554655,877,Malleshwaram,NO PARKING,10.6,9.8,0.0,"[5, 4, 6]",4.08,8.53,4.82,CHRONIC,128,6,105,4.24,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnata"
222,8961892582bffff,12.944989,77.594961,261,Wilson Garden,NO PARKING,1.5,15.7,100.0,"[6, 3, 5]",2.49,4.13,4.81,SEMI-CHRONIC,62,1,31,4.23,"3rd Cross Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (I"
362,89618925b47ffff,12.961213,77.58679,136,Halasuru Gate,WRONG PARKING,5.9,43.4,100.0,"[20, 4, 6]",1.89,1.93,4.81,SPORADIC,29,3,16,4.23,"1st Cross Road, CSI Compound, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (In"
279,8961892588bffff,12.936221,77.606709,191,Mico Layout,NO PARKING,9.9,16.2,100.0,"[21, 22, 1]",2.92,3.6,4.81,SEMI-CHRONIC,54,4,22,4.23,"Hosur Road, Prestige Blue Chip Software Park, Dairy Colony, Adugodi, Bengaluru, "
58,89618920babffff,12.950923,77.699838,976,HAL Old Airport,PARKING IN A MAIN ROAD,31.4,16.1,0.0,"[22, 21, 20]",2.56,6.13,4.79,SEMI-CHRONIC,92,3,117,4.22,"1st Cross Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037"
270,89618925817ffff,12.936847,77.601751,200,Mico Layout,PARKING IN A MAIN ROAD,20.0,5.5,100.0,"[0, 1, 23]",1.81,5.53,4.79,SEMI-CHRONIC,83,5,24,4.22,"Dairy Circle, Dairy Circle Flyover, S.G Palya, Bengaluru South City Corporation,"
19,8960145b2a7ffff,13.007393,77.571064,2498,Malleshwaram,WRONG PARKING,1.6,16.5,0.0,"[2, 4, 3]",3.24,9.33,4.77,CHRONIC,140,7,299,4.2,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnatak"
191,896014584dbffff,12.9785,77.542858,315,Magadi Road,WRONG PARKING,1.3,7.3,100.0,"[5, 4, 6]",2.2,4.93,4.77,SEMI-CHRONIC,74,3,37,4.2,"Magadi Road, Agrahara Dasarahalli, Bengaluru West City Corporation, Bengaluru, B"
44,8961892092bffff,12.935897,77.691524,1162,HAL Old Airport,NO PARKING,19.5,24.3,0.0,"[22, 23, 21]",2.49,6.13,4.76,SEMI-CHRONIC,92,2,139,4.19,"Outer Ring Road, Salarpuria Sattva Premia, Kadubisanahalli, Bengaluru, Karnataka"
39,89618920b0fffff,12.957515,77.701231,1318,HAL Old Airport,NO PARKING,14.8,13.0,0.0,"[5, 2, 22]",2.78,8.53,4.75,CHRONIC,128,4,158,4.18,"Marathahalli Underpass, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-5"
196,8960145a35bffff,12.96608,77.534927,310,Vijayanagara,NO PARKING,0.6,15.2,100.0,"[3, 21, 5]",2.7,2.6,4.75,SPORADIC,39,2,37,4.18,"22nd Main Road, Nethravathi Government Quarters, MC Layout, Vijaya Nagar, Bengal"
109,89618920a23ffff,12.963184,77.71729,568,HAL Old Airport,WRONG PARKING,38.2,14.8,0.0,"[23, 4, 22]",3.04,4.13,4.74,SEMI-CHRONIC,62,1,68,4.17,"ITPL Main Road, Pebble Creek, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pi"
167,8960145b5d3ffff,12.96854,77.579572,360,City Market,WRONG PARKING,2.8,3.9,82.2,"[4, 1, 6]",2.46,5.87,4.74,SEMI-CHRONIC,88,7,43,4.17,"Jama Masjid Main Road, Ballapurpete, Nagartapete, Bengaluru, Karnataka. Pin-5600"
47,8961892c98bffff,13.034836,77.588828,1129,Hebbala,NO PARKING,2.7,24.1,0.0,"[5, 23, 22]",2.45,8.53,4.74,CHRONIC,128,8,135,4.17,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
231,8960145b09bffff,12.987061,77.5803,252,High ground,NO PARKING,2.8,10.7,100.0,"[2, 3, 4]",2.5,4.4,4.74,SEMI-CHRONIC,66,5,30,4.17,"North Park Road, Dr Hardikar Circle, Seshadripuram, Bengaluru, Karnataka. Pin-56"
289,89618925a37ffff,12.961712,77.598483,184,Ashok Nagar,NO PARKING,1.6,37.0,100.0,"[22, 23, 4]",1.57,2.2,4.74,SPORADIC,33,2,22,4.17,"Kadidal Manjappa Road, Vaswani Centropolis, Bheemanna Garden, Shanti Nagar, Beng"
198,8960145b3abffff,13.003931,77.553495,308,Malleshwaram,WRONG PARKING,2.3,11.4,100.0,"[0, 23, 1]",2.28,3.6,4.73,SEMI-CHRONIC,54,4,36,4.16,"10th Cross Road, Dr Rajkumar Road 10th Cross Junction, Rajaji Nagar, Bengaluru, "
216,8961892598bffff,12.928476,77.585791,282,Jayanagara,NO PARKING,1.8,2.5,100.0,"[3, 4, 2]",2.71,5.13,4.72,SEMI-CHRONIC,77,4,33,4.15,"30th Cross Road, BMTC Transport Complex, Block 4, Jayanagar, Bengaluru, Karnatak"
116,89618925957ffff,12.937615,77.584774,544,Wilson Garden,NO PARKING,0.2,4.2,51.3,"[6, 1, 2]",3.25,6.33,4.72,CHRONIC,95,5,65,4.15,"Sri Nitturu Srinivasarao Road, Madhavan Circle, Jayanagar East, Bengaluru, Karna"
221,8960145b6afffff,12.994559,77.589341,265,High ground,WRONG PARKING,0.0,43.8,61.9,"[21, 22, 23]",2.0,2.27,4.72,SPORADIC,34,2,31,4.15,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
356,8961892e927ffff,12.984547,77.601307,140,Shivajinagar,WRONG PARKING,17.9,13.6,100.0,"[5, 4, 0]",2.94,3.4,4.71,SEMI-CHRONIC,51,3,16,4.14,"Shivaji Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (I"
195,8960145a27bffff,12.971907,77.546912,312,Vijayanagara,NO PARKING,0.6,6.1,100.0,"[23, 22, 4]",3.04,3.47,4.71,SEMI-CHRONIC,52,3,37,4.14,"4th Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
169,8960145844bffff,12.988814,77.537584,358,Vijayanagara,WRONG PARKING,0.6,6.7,100.0,"[5, 2, 7]",2.09,4.07,4.7,SEMI-CHRONIC,61,3,42,4.14,"Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnata"
334,89618925b6bffff,12.96619,77.581957,151,Halasuru Gate,WRONG PARKING,9.3,18.5,96.0,"[0, 2, 5]",3.21,3.0,4.68,SEMI-CHRONIC,45,2,18,4.12,"Sri Dharmaraya Swamy Temple Main Road, Nagartapete, Bengaluru, Karnataka. Pin-56"
294,8960145b433ffff,12.976305,77.583383,180,Upparpet,WRONG PARKING,15.0,6.1,100.0,"[23, 2, 3]",2.81,4.07,4.68,SEMI-CHRONIC,61,3,21,4.12,"Palace Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (I"
115,8961892ed2fffff,12.972699,77.617178,545,Halasur,NO PARKING,15.0,14.1,0.0,"[22, 23, 21]",3.26,6.8,4.68,SEMI-CHRONIC,102,5,65,4.12,"Mahatma Gandhi Road, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-5"
352,8960145a68bffff,12.944229,77.570663,141,Basavanagudi,WRONG PARKING,0.7,10.6,92.9,"[22, 0, 5]",4.67,4.27,4.67,SEMI-CHRONIC,64,4,16,4.11,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-"
471,89618925b43ffff,12.962809,77.589952,90,Halasuru Gate,NO PARKING,20.0,25.6,100.0,"[23, 22, 4]",2.54,2.8,4.65,SPORADIC,42,1,10,4.09,"Mission Road, M Subbaiah Circle, Sampangiram Nagar, Bengaluru, Karnataka. Pin-56"
75,89618925403ffff,12.926448,77.677557,794,Bellandur,NO PARKING,25.7,12.3,0.0,"[21, 23, 20]",2.33,6.6,4.64,SEMI-CHRONIC,99,5,95,4.08,"Outer Ring Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
228,89618925c6fffff,12.934918,77.612663,256,Adugodi,NO PARKING,4.7,7.8,100.0,"[6, 5, 7]",2.33,3.73,4.63,SEMI-CHRONIC,56,3,30,4.07,"17th Main Road, UCO Bank Junction, Koramangala, Bengaluru, Karnataka. Pin-560095"
146,89618925a5bffff,12.973086,77.614843,422,Halasur,NO PARKING,23.2,9.5,1.9,"[23, 22, 6]",3.45,6.13,4.61,CHRONIC,92,4,50,4.06,"Brunton Road, Prestige Falcon Towers, Ashok Nagar, Bengaluru, Karnataka. Pin-560"
122,89618925357ffff,12.959844,77.648915,518,Jeevanbheemanagar,NO PARKING,21.4,9.7,0.0,"[3, 0, 23]",2.7,6.93,4.61,SEMI-CHRONIC,104,8,62,4.06,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pi"
268,89618925b23ffff,12.956719,77.577435,205,City Market,WRONG PARKING,6.3,15.6,100.0,"[4, 7, 22]",2.07,3.07,4.6,SEMI-CHRONIC,46,2,24,4.05,"Kalasipalyam Main Road, Basappa Circle, VV Puram, Bengaluru, Karnataka. Pin-5600"
74,89618926387ffff,12.842107,77.644647,814,Electronic City,NO PARKING,14.6,15.7,0.0,"[7, 8, 6]",2.01,7.6,4.6,SEMI-CHRONIC,114,6,97,4.05,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pi"
229,8960145b44fffff,12.988774,77.592214,254,High ground,NO PARKING,1.2,11.4,77.6,"[0, 2, 3]",2.82,4.67,4.59,SEMI-CHRONIC,70,4,30,4.04,"Millers Road, BKM Gowda Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 ("
245,89601458293ffff,13.00713,77.526728,227,Rajajinagar,PARKING IN A MAIN ROAD,37.0,26.0,0.0,"[5, 6, 23]",2.44,5.33,4.59,CHRONIC,80,3,27,4.04,"Laggere Main Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560"
110,89618920a3bffff,12.964674,77.718242,558,HAL Old Airport,WRONG PARKING,54.1,13.4,0.0,"[23, 4, 5]",1.15,3.4,4.59,SEMI-CHRONIC,51,3,66,4.04,"ITPL Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560"
236,8960145b403ffff,12.977805,77.590923,243,Cubbon Park,NO PARKING,0.8,4.9,100.0,"[20, 21, 5]",3.7,2.67,4.59,SPORADIC,40,1,29,4.04,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karna"
36,8961892cb7bffff,13.070327,77.587458,1406,Kodigehalli,WRONG PARKING,0.4,23.8,0.0,"[6, 5, 4]",2.34,7.47,4.58,SEMI-CHRONIC,112,4,168,4.03,"Ayyappa Temple Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-"
34,8960145b073ffff,12.999282,77.571354,1410,Malleshwaram,WRONG PARKING,1.6,6.9,0.0,"[4, 5, 2]",3.2,9.33,4.58,CHRONIC,140,8,169,4.03,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pi"
64,8961892c96fffff,13.047511,77.576023,909,Kodigehalli,WRONG PARKING,6.3,30.6,0.0,"[20, 21, 5]",2.02,5.73,4.58,SEMI-CHRONIC,86,4,109,4.03,"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-5600"
26,8961892c9d7ffff,13.035423,77.589103,1754,Hebbala,NO PARKING,2.2,26.1,0.0,"[22, 23, 5]",1.0,8.8,4.58,CHRONIC,132,6,210,4.03,"1st Main Road, Shiv Shankar Block, Byanna Layout, Hebbal, Bengaluru, Karnataka. "
162,89618925897ffff,12.930885,77.60653,374,Mico Layout,NO PARKING,1.6,42.5,2.9,"[21, 20, 22]",2.08,5.0,4.58,SEMI-CHRONIC,75,3,44,4.03,"Sadduguntepalya Road, Bharthi Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin"
353,8960145b6b7ffff,12.991247,77.589246,141,High ground,WRONG PARKING,0.7,53.9,55.3,"[23, 22, 2]",1.97,2.47,4.58,SPORADIC,37,2,16,4.03,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (Ind"
181,896189240d3ffff,12.886153,77.64153,337,Hulimavu,WRONG PARKING,14.5,28.8,0.0,"[21, 20, 22]",3.0,5.13,4.57,CHRONIC,77,6,40,4.02,"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin"
51,8960145b193ffff,12.975748,77.559216,1098,Magadi Road,NO PARKING,1.0,7.7,22.9,"[23, 22, 21]",2.6,7.8,4.57,SEMI-CHRONIC,117,7,131,4.02,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (I"
130,8961892ed2bffff,12.974059,77.620391,485,Halasur,NO PARKING,15.7,15.1,0.0,"[23, 2, 5]",2.5,6.6,4.56,SEMI-CHRONIC,99,3,58,4.01,"Old Madras Road, Lido Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-5"
329,89618925967ffff,12.940291,77.573045,154,Basavanagudi,NO PARKING,3.2,33.1,100.0,"[23, 0, 4]",1.8,1.4,4.55,SPORADIC,21,0,18,4.0,"KR Main Road, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
309,89618925977ffff,12.938025,77.576883,170,Basavanagudi,WRONG PARKING,4.7,13.5,100.0,"[0, 23, 1]",2.83,3.07,4.55,SEMI-CHRONIC,46,1,20,4.0,"Old Kanakapura Road, IndiQube South Summit, Vijayarangam Layout, Jayanagar, Beng"
101,8961892eca7ffff,12.969621,77.641399,618,Jeevanbheemanagar,NO PARKING,0.2,23.1,0.0,"[2, 1, 3]",2.61,6.87,4.54,SEMI-CHRONIC,103,7,74,4.0,"12th Main Road, Sony World Junction, Indiranagar, Bengaluru, Karnataka. Pin-5600"
376,8960145b593ffff,12.961738,77.57648,127,City Market,WRONG PARKING,18.1,13.4,100.0,"[0, 4, 16]",2.28,3.2,4.54,SEMI-CHRONIC,48,2,15,4.0,"Sri Jalakanteshwara Swami Temple Road, Mothinagar, Kalasipalyam, Bengaluru, Karn"
344,89618925b0fffff,12.958067,77.582286,146,City Market,WRONG PARKING,16.4,13.7,100.0,"[2, 4, 21]",2.07,3.0,4.54,SEMI-CHRONIC,45,2,17,4.0,"3rd Cross Road, Fire Work Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560027"
25,8961892e387ffff,13.000343,77.676826,1837,Banaswadi,NO PARKING,8.7,13.4,0.0,"[19, 1, 20]",2.63,7.4,4.53,SEMI-CHRONIC,111,6,220,3.99,"Outer Ring Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-5600"
414,8961892584bffff,12.951592,77.607553,110,Ashok Nagar,NO PARKING,0.0,40.0,100.0,"[4, 22, 6]",1.91,1.73,4.53,SPORADIC,26,1,13,3.99,"Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030"
102,89618920973ffff,12.938512,77.697462,611,HAL Old Airport,WRONG PARKING,15.9,6.4,0.0,"[23, 4, 6]",2.88,7.2,4.52,SEMI-CHRONIC,108,9,73,3.98,"Panathur Main Road, Darshan Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-5"
112,8960145b303ffff,13.008385,77.556111,551,Malleshwaram,WRONG PARKING,0.2,18.5,45.9,"[23, 22, 4]",1.76,4.27,4.52,SEMI-CHRONIC,64,5,66,3.98,"GP Rajarathnam Road, Block A, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru,"
209,8960145a357ffff,12.960586,77.529286,288,Byatarayanapura,WRONG PARKING,0.7,6.9,100.0,"[6, 23, 22]",3.55,1.0,4.52,SPORADIC,15,1,34,3.98,"4th Main Road, KPA Block, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-5600"
13,896016964b7ffff,13.071375,77.588034,2804,Kodigehalli,WRONG PARKING,0.1,23.8,0.0,"[6, 5, 4]",1.7,7.87,4.52,SEMI-CHRONIC,118,4,336,3.98,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-5"
46,89618925453ffff,12.930525,77.685376,1137,HAL Old Airport,NO PARKING,16.4,9.6,0.0,"[2, 3, 1]",2.57,7.0,4.52,SEMI-CHRONIC,105,5,136,3.98,"Outer Ring Road, Vajram Esteva, Devara Beesana Halli, Bengaluru, Karnataka. Pin-"
207,8961892ed23ffff,12.971464,77.618636,291,Halasur,WRONG PARKING,7.9,38.8,4.5,"[22, 23, 8]",2.8,4.13,4.51,SEMI-CHRONIC,62,4,34,3.97,"Trinity Church Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-5600"
515,89618925377ffff,12.96047,77.639331,74,Halasur,NO PARKING,36.5,5.4,100.0,"[23, 2, 5]",3.96,1.73,4.51,SPORADIC,26,2,8,3.97,"Old Airport Road, CPWD Quarters, Stage 1, Domlur, Bengaluru, Karnataka. Pin-5600"
66,89618920927ffff,12.93244,77.688207,880,HAL Old Airport,NO PARKING,11.1,18.8,0.0,"[2, 0, 5]",2.84,5.27,4.5,SEMI-CHRONIC,79,3,105,3.96,"Outer Ring Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Co"
132,89618920a37ffff,12.959403,77.716085,458,HAL Old Airport,WRONG PARKING,34.1,12.0,0.0,"[23, 1, 0]",2.82,3.73,4.5,SEMI-CHRONIC,56,3,54,3.96,"ITPL Main Road, Maruthi Emerald, Thubarahalli, Bengaluru, Karnataka. Pin-560066 "
347,89618925bc7ffff,12.954491,77.591492,144,Wilson Garden,NO PARKING,4.9,5.6,100.0,"[4, 5, 3]",3.08,4.53,4.5,SEMI-CHRONIC,68,3,17,3.96,"KH Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
373,8960145b407ffff,12.977017,77.588444,129,Cubbon Park,NO PARKING,6.2,9.3,100.0,"[2, 21, 0]",3.79,2.93,4.49,SPORADIC,44,2,15,3.95,"Dr Ambedkar Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-56000"
298,89618924a47ffff,12.917354,77.578155,179,Jayanagara,NO PARKING,5.0,11.7,100.0,"[0, 23, 5]",2.26,3.33,4.49,SEMI-CHRONIC,50,3,21,3.95,"2nd Main Road, Sangam Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India"
267,8961892540bffff,12.92831,77.679529,206,Bellandur,NO PARKING,61.2,7.3,0.0,"[0, 22, 1]",3.58,3.13,4.49,SPORADIC,47,3,24,3.95,"Outer Ring Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, "
985,89618925b53ffff,12.962018,77.593341,22,Halasuru Gate,WRONG PARKING,68.2,18.2,100.0,"[22, 23, 3]",3.31,0.8,4.48,SPORADIC,12,1,2,3.94,"1st Cross Road, Srinivasa Colony, Wilson Garden, Bengaluru, Karnataka. Pin-56002"
478,8960145a14bffff,12.944609,77.527264,88,Byatarayanapura,NO PARKING,36.4,5.7,100.0,"[21, 22, 0]",3.15,1.8,4.48,SPORADIC,27,3,10,3.94,"Nayanda Halli, Bengaluru West City Corporation, Bengaluru, Bangalore South, Beng"
163,8961892cc57ffff,13.034836,77.624472,373,K.G. Halli,NO PARKING,22.0,33.5,0.0,"[21, 22, 23]",2.74,2.07,4.48,SPORADIC,31,1,44,3.94,"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (I"
257,8960145b41bffff,12.980034,77.593103,213,Cubbon Park,NO PARKING,2.8,3.8,100.0,"[5, 0, 23]",2.97,3.13,4.47,SEMI-CHRONIC,47,3,25,3.93,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karna"
136,896014582dbffff,13.017431,77.531512,447,Rajajinagar,WRONG PARKING,16.6,23.3,0.0,"[6, 22, 5]",2.71,4.07,4.47,SEMI-CHRONIC,61,1,53,3.93,"Dr Rajkumar Puniya Bhoomi Road, Sri Annamma Devi Circle, Nandini Layout, Bengalu"
178,8961892436fffff,12.913758,77.607459,345,Mico Layout,NO PARKING,2.3,5.5,75.1,"[6, 0, 7]",3.39,2.4,4.47,SPORADIC,36,2,41,3.93,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout St"
155,8960145b08fffff,12.987762,77.575082,397,Sheshadripuram,NO PARKING,2.8,10.3,25.2,"[22, 5, 21]",2.93,6.4,4.47,SEMI-CHRONIC,96,7,47,3.93,"Padmabhushan Dr RK Srikantan Road, Seshadripuram Police Station Junction, Seshad"
93,8960145b017ffff,12.990098,77.573027,656,Sheshadripuram,NO PARKING,2.9,12.0,0.0,"[5, 3, 6]",3.33,6.73,4.46,SEMI-CHRONIC,101,6,78,3.92,"J Lingaiah Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. "
117,896014594d3ffff,13.028239,77.572694,541,Sadashivanagar,WRONG PARKING,2.4,10.9,0.0,"[5, 6, 22]",3.78,6.4,4.46,CHRONIC,96,5,64,3.92,"2nd Cross Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
