vehicle_number,vehicle_type,offense_count,primary_violation,police_stations,first_offense,last_offense,fine_tier,illustrative_fine,is_watchlist_30d
FKN00GL14101,SCOOTER,15,NO PARKING,HAL Old Airport,2023-11-15,2024-03-12,CRITICAL,5000,1
FKN00GL17374,SCOOTER,15,WRONG PARKING,HAL Old Airport,2024-01-02,2024-03-18,CRITICAL,5000,1
FKN00GL8261,SCOOTER,15,NO PARKING,Upparpet,2023-12-12,2024-04-07,CRITICAL,5000,1
FKN00GL7134,PASSENGER AUTO,15,WRONG PARKING,Shivajinagar,2023-11-23,2024-04-04,CRITICAL,5000,1
FKN00GL26521,MOTOR CYCLE,15,WRONG PARKING,Hulimavu,2024-03-13,2024-03-13,CRITICAL,5000,1
FKN00GL14081,SCOOTER,15,WRONG PARKING,HAL Old Airport,2023-11-21,2024-03-22,CRITICAL,5000,1
FKN00GL0935,CAR,15,WRONG PARKING,Malleshwaram,2023-11-12,2024-02-16,CRITICAL,5000,1
FKN00GL2687,SCOOTER,15,WRONG PARKING,Rajajinagar,2023-11-14,2024-04-06,CRITICAL,5000,1
FKN00GL31294,SCOOTER,15,WRONG PARKING,"Kodigehalli, Yelahanka",2023-12-31,2024-03-23,CRITICAL,5000,1
FKN00GL10011,MOTOR CYCLE,15,NO PARKING,HAL Old Airport,2023-11-16,2024-02-24,CRITICAL,5000,1
FKN00GL7168,SCOOTER,15,WRONG PARKING,Jalahalli,2023-12-19,2024-02-07,CRITICAL,5000,1
FKN00GL12424,MOTOR CYCLE,15,WRONG PARKING,Banaswadi,2024-02-04,2024-03-08,CRITICAL,5000,1
FKN00GL113789,MOTOR CYCLE,14,WRONG PARKING,Shivajinagar,2023-11-11,2024-01-14,CRITICAL,5000,1
FKN00GL5790,LORRY/GOODS VEHICLE,14,WRONG PARKING,"Hulimavu, Electronic City",2024-01-26,2024-04-07,CRITICAL,5000,1
FKN00GL7052,SCHOOL VEHICLE,14,WRONG PARKING,"Hulimavu, Electronic City",2024-02-02,2024-03-14,CRITICAL,5000,1
FKN00GL18558,SCOOTER,14,NO PARKING,Jeevanbheemanagar,2023-12-02,2024-03-12,CRITICAL,5000,1
FKN00GL62141,LGV,14,WRONG PARKING,"V.V.Puram (C.Pet), City Market",2023-11-21,2024-04-06,CRITICAL,5000,1
FKN00GL19727,SCOOTER,14,NO PARKING,Upparpet,2023-12-07,2024-04-03,CRITICAL,5000,1
FKN00GL53686,CAR,14,NO PARKING,Halasur,2023-11-16,2023-12-15,CRITICAL,5000,1
FKN00GL37015,SCOOTER,14,NO PARKING,Upparpet,2023-11-14,2024-04-06,CRITICAL,5000,1
FKN00GL15777,PASSENGER AUTO,14,WRONG PARKING,Shivajinagar,2023-11-11,2024-04-04,CRITICAL,5000,1
FKN00GL2615,SCOOTER,14,WRONG PARKING,High ground,2023-11-17,2024-01-17,CRITICAL,5000,1
FKN00GL26487,MOTOR CYCLE,14,WRONG PARKING,Hulimavu,2024-03-10,2024-03-13,CRITICAL,5000,1
FKN00GL26291,SCOOTER,14,WRONG PARKING,Kodigehalli,2023-12-20,2024-03-13,CRITICAL,5000,1
FKN00GL63327,SCOOTER,14,WRONG PARKING,Kodigehalli,2024-01-22,2024-03-22,CRITICAL,5000,1
FKN00GL12906,MAXI-CAB,14,NO PARKING,Halasur,2024-01-28,2024-03-08,CRITICAL,5000,1
FKN00GL42010,SCOOTER,14,NO PARKING,Upparpet,2023-11-21,2024-04-07,CRITICAL,5000,1
FKN00GL35455,SCOOTER,14,NO PARKING,HAL Old Airport,2023-11-15,2024-03-13,CRITICAL,5000,1
FKN00GL122867,SCOOTER,14,NO PARKING,Shivajinagar,2023-11-11,2024-01-01,CRITICAL,5000,1
FKN00GL4517,CAR,14,NO PARKING,Upparpet,2023-11-23,2024-03-29,CRITICAL,5000,1
FKN00GL23892,MOTOR CYCLE,14,NO PARKING,Shivajinagar,2023-11-17,2024-03-17,CRITICAL,5000,1
FKN00GL24041,PASSENGER AUTO,14,NO PARKING,Shivajinagar,2023-11-17,2024-04-07,CRITICAL,5000,1
FKN00GL8164,MOTOR CYCLE,14,NO PARKING,Upparpet,2023-11-25,2024-04-04,CRITICAL,5000,1
FKN00GL20859,SCOOTER,14,WRONG PARKING,Upparpet,2023-11-14,2024-03-30,CRITICAL,5000,1
FKN00GL1530,CAR,14,NO PARKING,"Sheshadripuram, Malleshwaram, High ground",2023-11-30,2024-03-23,CRITICAL,5000,1
FKN00GL16636,MOTOR CYCLE,14,WRONG PARKING,"Shivajinagar, Cubbon Park",2023-11-30,2024-03-19,CRITICAL,5000,1
FKN00GL16589,SCOOTER,14,NO PARKING,"Jeevanbheemanagar, Banaswadi",2023-12-07,2024-03-18,CRITICAL,5000,1
FKN00GL3173,SCOOTER,14,NO PARKING,Upparpet,2023-11-28,2024-03-30,CRITICAL,5000,1
FKN00GL25393,SCOOTER,14,NO PARKING,HAL Old Airport,2023-12-13,2024-03-14,CRITICAL,5000,1
FKN00GL4734,SCOOTER,14,WRONG PARKING,Shivajinagar,2023-11-15,2024-03-27,CRITICAL,5000,1
FKN00GL30830,MOTOR CYCLE,14,WRONG PARKING,Shivajinagar,2023-11-12,2024-03-10,CRITICAL,5000,1
FKN00GL32688,SCOOTER,14,NO PARKING,Shivajinagar,2023-11-12,2024-02-11,CRITICAL,5000,1
FKN00GL23218,MOTOR CYCLE,14,WRONG PARKING,High ground,2023-12-07,2024-02-06,CRITICAL,5000,1
FKN00GL3284,PASSENGER AUTO,14,NO PARKING,"Shivajinagar, Upparpet",2023-11-11,2024-03-17,CRITICAL,5000,1
FKN00GL94778,SCOOTER,14,NO PARKING,Upparpet,2023-11-16,2024-03-03,CRITICAL,5000,1
FKN00GL29737,SCOOTER,14,WRONG PARKING,"City Market, V.V.Puram (C.Pet)",2023-11-23,2024-04-07,CRITICAL,5000,1
FKN00GL5137,SCOOTER,14,WRONG PARKING,Vijayanagara,2023-11-22,2024-03-28,CRITICAL,5000,1
FKN00GL17849,MOTOR CYCLE,14,NO PARKING,HAL Old Airport,2024-01-30,2024-03-28,CRITICAL,5000,1
FKN00GL23579,SCOOTER,14,PARKING IN A MAIN ROAD,HAL Old Airport,2024-01-24,2024-03-13,CRITICAL,5000,1
FKN00GL23020,SCOOTER,14,WRONG PARKING,High ground,2023-11-21,2024-02-06,CRITICAL,5000,1
FKN00GL34407,SCOOTER,14,WRONG PARKING,Shivajinagar,2023-11-17,2024-03-26,CRITICAL,5000,1
FKN00GL25810,MOTOR CYCLE,14,WRONG PARKING,Jalahalli,2023-12-14,2024-02-07,CRITICAL,5000,1
FKN00GL0373,MOTOR CYCLE,14,NO PARKING,HAL Old Airport,2024-01-01,2024-03-15,CRITICAL,5000,1
FKN00GL13296,CAR,14,NO PARKING,Upparpet,2023-12-03,2024-03-04,CRITICAL,5000,1
FKN00GL19099,SCOOTER,14,WRONG PARKING,High ground,2023-11-14,2024-01-29,CRITICAL,5000,1
FKN00GL39674,SCOOTER,14,WRONG PARKING,Malleshwaram,2023-11-22,2024-03-19,CRITICAL,5000,1
FKN00GL5140,MAXI-CAB,14,WRONG PARKING,Rajajinagar,2023-11-10,2024-04-03,CRITICAL,5000,1
FKN00GL50737,MOTOR CYCLE,14,WRONG PARKING,Malleshwaram,2024-03-25,2024-04-08,CRITICAL,5000,1
FKN00GL50547,VAN,13,NO PARKING,Upparpet,2023-11-17,2024-03-12,CRITICAL,5000,1
FKN00GL50810,LGV,13,WRONG PARKING,"City Market, V.V.Puram (C.Pet)",2023-12-15,2024-03-25,CRITICAL,5000,1
FKN00GL2927,SCOOTER,13,NO PARKING,HAL Old Airport,2023-12-22,2024-03-28,CRITICAL,5000,1
FKN00GL37361,SCOOTER,13,NO PARKING,HAL Old Airport,2023-11-30,2024-03-15,CRITICAL,5000,1
FKN00GL6089,SCOOTER,13,WRONG PARKING,High ground,2023-11-14,2024-02-02,CRITICAL,5000,1
FKN00GL103735,CAR,13,WRONG PARKING,"Vijayanagara, Rajajinagar",2023-11-28,2023-12-25,CRITICAL,5000,1
FKN00GL3007,SCOOTER,13,WRONG PARKING,"High ground, Malleshwaram",2023-11-21,2024-02-08,CRITICAL,5000,1
FKN00GL27384,SCOOTER,13,NO PARKING,Shivajinagar,2024-02-06,2024-04-03,CRITICAL,5000,1
FKN00GL28769,TANKER,13,WRONG PARKING,"Malleshwaram, Rajajinagar",2023-11-15,2024-02-25,CRITICAL,5000,1
FKN00GL26488,SCOOTER,13,WRONG PARKING,Hulimavu,2024-03-13,2024-03-13,CRITICAL,5000,1
FKN00GL12648,PASSENGER AUTO,13,WRONG PARKING,"Shivajinagar, Ashok Nagar",2023-12-01,2024-04-02,CRITICAL,5000,1
FKN00GL111835,SCOOTER,13,WRONG PARKING,Shivajinagar,2023-11-11,2024-01-14,CRITICAL,5000,1
FKN00GL17792,SCOOTER,13,NO PARKING,HAL Old Airport,2024-01-10,2024-04-06,CRITICAL,5000,1
FKN00GL2190,SCOOTER,13,NO PARKING,Upparpet,2023-11-12,2024-04-03,CRITICAL,5000,1
FKN00GL32518,SCOOTER,13,NO PARKING,Shivajinagar,2023-11-11,2024-03-17,CRITICAL,5000,1
FKN00GL20782,MOTOR CYCLE,13,NO PARKING,Vijayanagara,2023-11-17,2024-03-29,CRITICAL,5000,1
FKN00GL6420,MOTOR CYCLE,13,NO PARKING,Kodigehalli,2023-11-18,2024-03-01,CRITICAL,5000,1
FKN00GL122435,SCOOTER,13,NO PARKING,Shivajinagar,2023-11-11,2024-01-01,CRITICAL,5000,1
FKN00GL14458,PASSENGER AUTO,13,NO PARKING,Halasur,2023-11-15,2024-03-25,CRITICAL,5000,1
FKN00GL11524,SCOOTER,13,WRONG PARKING,City Market,2024-01-09,2024-03-13,CRITICAL,5000,1
FKN00GL115574,CAR,13,WRONG PARKING,Hulimavu,2023-12-02,2024-01-08,CRITICAL,5000,1
FKN00GL53263,CAR,13,NO PARKING,Upparpet,2023-11-14,2024-02-21,CRITICAL,5000,1
FKN00GL100448,LGV,13,WRONG PARKING,Upparpet,2023-11-22,2024-01-11,CRITICAL,5000,1
FKN00GL7795,MOPED,13,NO PARKING,Upparpet,2023-11-12,2024-02-03,CRITICAL,5000,1
FKN00GL115942,SCOOTER,13,WRONG PARKING,Upparpet,2023-12-02,2024-01-18,CRITICAL,5000,1
FKN00GL9880,PASSENGER AUTO,13,WRONG PARKING,Shivajinagar,2023-11-11,2024-03-03,CRITICAL,5000,1
FKN00GL16436,CAR,13,NO PARKING,Malleshwaram,2023-11-23,2024-03-20,CRITICAL,5000,1
FKN00GL17669,SCOOTER,13,NO PARKING,Upparpet,2023-12-05,2024-02-07,CRITICAL,5000,1
FKN00GL23215,SCOOTER,13,NO PARKING,Upparpet,2023-11-12,2024-03-11,CRITICAL,5000,1
FKN00GL43944,MOTOR CYCLE,13,NO PARKING,"Kodigehalli, Hebbala",2023-12-02,2024-03-16,CRITICAL,5000,1
FKN00GL43870,MOTOR CYCLE,13,WRONG PARKING,Upparpet,2023-11-11,2024-04-06,CRITICAL,5000,1
FKN00GL32683,SCOOTER,13,NO PARKING,Shivajinagar,2023-11-11,2024-03-10,CRITICAL,5000,1
FKN00GL7084,SCOOTER,13,WRONG PARKING,Rajajinagar,2023-11-14,2024-04-03,CRITICAL,5000,1
FKN00GL1620,SCOOTER,13,NO PARKING,Shivajinagar,2024-01-18,2024-04-07,CRITICAL,5000,1
FKN00GL1960,MOTOR CYCLE,13,NO PARKING,Shivajinagar,2023-11-12,2024-04-02,CRITICAL,5000,1
FKN00GL6174,SCOOTER,13,WRONG PARKING,Rajajinagar,2023-11-15,2024-02-14,CRITICAL,5000,1
FKN00GL0147,GOODS AUTO,13,WRONG PARKING,"Chamarajpet, City Market, Magadi Road",2023-11-15,2024-04-02,CRITICAL,5000,1
FKN00GL5752,SCOOTER,13,WRONG PARKING,Vijayanagara,2023-11-17,2024-03-12,CRITICAL,5000,1
FKN00GL96078,SCOOTER,13,WRONG PARKING,"High ground, Thalagattapura",2023-11-17,2024-02-02,CRITICAL,5000,1
FKN00GL5390,SCOOTER,13,WRONG PARKING,Vijayanagara,2023-12-28,2024-04-02,CRITICAL,5000,1
FKN00GL0330,MOTOR CYCLE,13,WRONG PARKING,"Vijayanagara, Rajajinagar, Malleshwaram",2023-11-17,2024-03-29,CRITICAL,5000,1
FKN00GL5761,SCOOTER,13,WRONG PARKING,Vijayanagara,2023-11-17,2024-04-04,CRITICAL,5000,1
FKN00GL48931,SCOOTER,13,NO PARKING,Upparpet,2023-12-12,2024-04-06,CRITICAL,5000,1
FKN00GL1053,MOTOR CYCLE,13,NO PARKING,HAL Old Airport,2023-12-14,2024-03-26,CRITICAL,5000,1
FKN00GL15299,MOTOR CYCLE,13,NO PARKING,"Upparpet, Hebbala",2024-01-23,2024-03-04,CRITICAL,5000,1
FKN00GL114057,CAR,13,WRONG PARKING,Malleshwaram,2023-11-11,2023-12-07,CRITICAL,5000,1
FKN00GL76628,SCOOTER,13,NO PARKING,High ground,2023-11-22,2024-03-04,CRITICAL,5000,1
FKN00GL76754,MOTOR CYCLE,13,WRONG PARKING,"High ground, Sheshadripuram",2023-11-14,2024-03-05,CRITICAL,5000,1
FKN00GL7697,MOTOR CYCLE,13,WRONG PARKING,"Shivajinagar, Cubbon Park",2023-11-17,2024-03-07,CRITICAL,5000,1
FKN00GL2891,SCOOTER,13,WRONG PARKING,"Upparpet, City Market",2023-11-15,2024-02-15,CRITICAL,5000,1
FKN00GL11665,SCOOTER,13,WRONG PARKING,HAL Old Airport,2023-12-22,2024-03-22,CRITICAL,5000,1
FKN00GL72851,SCOOTER,13,WRONG PARKING,Basavanagudi,2023-11-11,2024-03-02,CRITICAL,5000,1
FKN00GL5756,SCOOTER,13,WRONG PARKING,Vijayanagara,2023-12-13,2024-03-12,CRITICAL,5000,1
FKN00GL3213,MOTOR CYCLE,13,WRONG PARKING,Vijayanagara,2023-11-29,2024-03-29,CRITICAL,5000,1
FKN00GL69641,SCOOTER,13,NO PARKING,Upparpet,2023-11-12,2024-02-02,CRITICAL,5000,1
FKN00GL12846,MOTOR CYCLE,13,WRONG PARKING,Vijayanagara,2023-12-06,2024-03-28,CRITICAL,5000,1
FKN00GL44458,SCOOTER,13,NO PARKING,Vijayanagara,2023-11-29,2024-03-30,CRITICAL,5000,1
FKN00GL67984,SCOOTER,13,PARKING IN A MAIN ROAD,"HAL Old Airport, High ground",2023-12-20,2024-03-12,CRITICAL,5000,1
FKN00GL1104,SCOOTER,13,NO PARKING,Upparpet,2023-11-29,2024-03-02,CRITICAL,5000,1
FKN00GL6855,SCOOTER,13,NO PARKING,Jeevanbheemanagar,2023-12-07,2024-02-02,CRITICAL,5000,1
FKN00GL54853,SCOOTER,13,WRONG PARKING,Electronic City,2024-02-22,2024-02-23,CRITICAL,5000,1
FKN00GL6480,SCOOTER,13,NO PARKING,Shivajinagar,2023-11-15,2024-03-27,CRITICAL,5000,1
FKN00GL0921,SCOOTER,13,NO PARKING,HAL Old Airport,2024-01-06,2024-03-21,CRITICAL,5000,1
FKN00GL21328,SCOOTER,13,WRONG PARKING,"Vijayanagara, Malleshwaram",2023-11-10,2024-02-20,CRITICAL,5000,1
FKN00GL31873,SCOOTER,13,WRONG PARKING,Upparpet,2023-11-10,2024-03-31,CRITICAL,5000,1
FKN00GL5704,SCOOTER,13,NO PARKING,Vijayanagara,2023-12-07,2024-02-13,CRITICAL,5000,1
FKN00GL8474,LGV,12,NO PARKING,Upparpet,2023-11-22,2024-02-03,CRITICAL,5000,1
FKN00GL52672,MOTOR CYCLE,12,WRONG PARKING,Kodigehalli,2024-02-21,2024-03-17,CRITICAL,5000,1
FKN00GL30840,MOTOR CYCLE,12,NO PARKING,Shivajinagar,2023-11-15,2024-02-10,CRITICAL,5000,1
FKN00GL14083,SCOOTER,12,WRONG PARKING,HAL Old Airport,2023-11-21,2024-03-22,CRITICAL,5000,1
FKN00GL21753,SCOOTER,12,WRONG PARKING,Rajajinagar,2023-11-11,2024-04-04,CRITICAL,5000,1
FKN00GL14089,SCOOTER,12,NO PARKING,HAL Old Airport,2023-11-15,2024-03-21,CRITICAL,5000,1
FKN00GL17716,PASSENGER AUTO,12,NO PARKING,Shivajinagar,2023-11-11,2024-01-21,CRITICAL,5000,1
FKN00GL104843,SCOOTER,12,WRONG PARKING,High ground,2023-11-17,2024-01-05,CRITICAL,5000,1
FKN00GL38689,SCOOTER,12,NO PARKING,Shivajinagar,2023-11-11,2024-04-04,CRITICAL,5000,1
FKN00GL6539,SCOOTER,12,WRONG PARKING,Rajajinagar,2023-11-10,2024-02-02,CRITICAL,5000,1
FKN00GL17738,MOTOR CYCLE,12,NO PARKING,HAL Old Airport,2024-01-01,2024-01-18,CRITICAL,5000,1
FKN00GL89378,MOTOR CYCLE,12,NO PARKING,Shivajinagar,2023-11-12,2024-01-02,CRITICAL,5000,1
FKN00GL7591,FACTORY BUS,12,WRONG PARKING,"Electronic City, Hulimavu, HSR Layout",2023-11-29,2024-03-27,CRITICAL,5000,1
FKN00GL19350,LGV,12,NO PARKING,"Upparpet, City Market",2023-11-21,2024-02-21,CRITICAL,5000,1
FKN00GL26489,SCOOTER,12,WRONG PARKING,Hulimavu,2024-03-13,2024-03-13,CRITICAL,5000,1
FKN00GL7362,CAR,12,PARKING IN A MAIN ROAD,"Bellandur, HAL Old Airport",2024-01-04,2024-02-22,CRITICAL,5000,1
FKN00GL37439,MOTOR CYCLE,12,NO PARKING,HAL Old Airport,2023-11-17,2024-03-20,CRITICAL,5000,1
FKN00GL5053,SCOOTER,12,NO PARKING,HAL Old Airport,2023-11-17,2024-03-15,CRITICAL,5000,1
FKN00GL8131,CAR,12,WRONG PARKING,"Rajajinagar, Vijayanagara, Upparpet",2023-12-03,2024-02-10,CRITICAL,5000,1
FKN00GL5034,PRIVATE BUS,12,NO PARKING,HAL Old Airport,2023-11-15,2024-03-21,CRITICAL,5000,1
FKN00GL16533,MOTOR CYCLE,12,WRONG PARKING,HAL Old Airport,2023-12-16,2024-03-06,CRITICAL,5000,1
FKN00GL25395,SCOOTER,12,WRONG PARKING,"Shivajinagar, Pulikeshinagar(F.Town)",2023-12-01,2024-03-30,CRITICAL,5000,1
FKN00GL22726,SCOOTER,12,NO PARKING,"Shivajinagar, Cubbon Park",2023-11-16,2024-03-07,CRITICAL,5000,1
FKN00GL48182,MOTOR CYCLE,12,PARKING IN A MAIN ROAD,HAL Old Airport,2024-02-14,2024-03-21,CRITICAL,5000,1
FKN00GL12454,PASSENGER AUTO,12,NO PARKING,"Shivajinagar, Hennuru",2023-12-18,2024-04-08,CRITICAL,5000,1
FKN00GL66344,SCOOTER,12,WRONG PARKING,Shivajinagar,2023-12-01,2024-03-27,CRITICAL,5000,1
FKN00GL3312,SCOOTER,12,NO PARKING,HAL Old Airport,2023-11-15,2024-03-28,CRITICAL,5000,1
FKN00GL2311,PASSENGER AUTO,12,WRONG PARKING,Shivajinagar,2023-12-11,2024-04-02,CRITICAL,5000,1
FKN00GL17327,MOTOR CYCLE,12,NO PARKING,HAL Old Airport,2023-11-16,2024-03-01,CRITICAL,5000,1
FKN00GL33243,SCOOTER,12,NO PARKING,Shivajinagar,2023-11-26,2024-04-03,CRITICAL,5000,1
FKN00GL14474,SCOOTER,12,NO PARKING,Jeevanbheemanagar,2023-11-22,2024-01-25,CRITICAL,5000,1
FKN00GL102160,MOTOR CYCLE,12,WRONG PARKING,High ground,2023-11-21,2024-01-19,CRITICAL,5000,1
FKN00GL54129,SCOOTER,12,WRONG PARKING,Rajajinagar,2023-12-04,2023-12-04,CRITICAL,5000,1
FKN00GL24109,PASSENGER AUTO,12,NO PARKING,Shivajinagar,2023-12-11,2024-03-25,CRITICAL,5000,1
FKN00GL24230,PASSENGER AUTO,12,PARKING IN A MAIN ROAD,"HAL Old Airport, Sheshadripuram",2024-01-31,2024-02-22,CRITICAL,5000,1
FKN00GL24113,SCOOTER,12,NO PARKING,Vijayanagara,2023-11-28,2024-02-22,CRITICAL,5000,1
FKN00GL63934,LGV,12,WRONG PARKING,"V.V.Puram (C.Pet), City Market",2023-11-22,2024-03-27,CRITICAL,5000,1
FKN00GL36034,CAR,12,NO PARKING,"Kodigehalli, Hebbala",2024-02-13,2024-02-23,CRITICAL,5000,1
FKN00GL9272,SCOOTER,12,WRONG PARKING,Malleshwaram,2023-12-15,2024-03-23,CRITICAL,5000,1
FKN00GL36086,SCOOTER,12,WRONG PARKING,"City Market, V.V.Puram (C.Pet)",2023-11-21,2024-03-31,CRITICAL,5000,1
FKN00GL5691,SCOOTER,12,NO PARKING,Vijayanagara,2023-11-15,2024-03-12,CRITICAL,5000,1
FKN00GL5701,SCOOTER,12,WRONG PARKING,Upparpet,2023-12-23,2024-04-08,CRITICAL,5000,1
FKN00GL10321,PASSENGER AUTO,12,WRONG PARKING,Malleshwaram,2023-12-08,2024-04-05,CRITICAL,5000,1
FKN00GL21231,LGV,12,NO PARKING,"Upparpet, Jnanabharathi, Wilson Garden",2023-12-03,2024-03-27,CRITICAL,5000,1
FKN00GL3268,SCOOTER,12,NO PARKING,HAL Old Airport,2023-11-15,2024-03-28,CRITICAL,5000,1
FKN00GL68222,SCOOTER,12,NO PARKING,Ashok Nagar,2023-11-16,2024-03-07,CRITICAL,5000,1
FKN00GL17285,SCOOTER,12,NO PARKING,HAL Old Airport,2024-01-04,2024-02-06,CRITICAL,5000,1
FKN00GL8857,SCOOTER,12,WRONG PARKING,"Rajajinagar, Malleshwaram",2023-11-18,2024-04-05,CRITICAL,5000,1
FKN00GL3083,SCOOTER,12,WRONG PARKING,"High ground, Shivajinagar",2023-12-19,2024-03-13,CRITICAL,5000,1
FKN00GL102161,SCOOTER,12,WRONG PARKING,High ground,2023-11-14,2024-01-20,CRITICAL,5000,1
FKN00GL66442,SCOOTER,12,WRONG PARKING,Shivajinagar,2023-11-22,2024-03-27,CRITICAL,5000,1
FKN00GL33720,SCOOTER,12,NO PARKING,HAL Old Airport,2023-11-14,2024-03-18,CRITICAL,5000,1
FKN00GL48905,SCOOTER,12,NO PARKING,"Hebbala, Kodigehalli",2023-11-26,2024-03-11,CRITICAL,5000,1
FKN00GL15079,PASSENGER AUTO,12,NO PARKING,Shivajinagar,2023-11-16,2024-03-18,CRITICAL,5000,1
FKN00GL26363,SCOOTER,12,NO PARKING,Shivajinagar,2023-11-15,2024-03-17,CRITICAL,5000,1
FKN00GL73104,CAR,12,WRONG PARKING,Upparpet,2023-11-17,2024-03-02,CRITICAL,5000,1
FKN00GL20386,CAR,12,WRONG PARKING,"Banaswadi, HAL Old Airport",2024-02-05,2024-02-07,CRITICAL,5000,1
FKN00GL36507,MOTOR CYCLE,12,NO PARKING,High ground,2023-11-22,2024-03-04,CRITICAL,5000,1
FKN00GL20071,SCOOTER,12,WRONG PARKING,Upparpet,2023-11-18,2024-02-23,CRITICAL,5000,1
FKN00GL3670,MOTOR CYCLE,12,NO PARKING,HAL Old Airport,2023-11-15,2024-03-14,CRITICAL,5000,1
FKN00GL5758,MOTOR CYCLE,12,WRONG PARKING,Vijayanagara,2023-12-01,2024-02-02,CRITICAL,5000,1
FKN00GL6306,SCOOTER,12,NO PARKING,Shivajinagar,2023-11-11,2024-03-28,CRITICAL,5000,1
FKN00GL18217,SCOOTER,12,NO PARKING,HAL Old Airport,2023-11-15,2024-03-21,CRITICAL,5000,1
FKN00GL40746,SCOOTER,12,WRONG PARKING,Shivajinagar,2023-11-11,2024-02-23,CRITICAL,5000,1
FKN00GL80784,SCOOTER,12,NO PARKING,Vijayanagara,2023-11-16,2024-03-07,CRITICAL,5000,1
FKN00GL37391,MOTOR CYCLE,12,NO PARKING,HAL Old Airport,2023-12-09,2024-02-17,CRITICAL,5000,1
FKN00GL68649,SCOOTER,12,WRONG PARKING,Shivajinagar,2023-11-14,2024-03-01,CRITICAL,5000,1
FKN00GL32182,CAR,12,WRONG PARKING,Upparpet,2023-11-13,2024-04-05,CRITICAL,5000,1
FKN00GL11617,SCOOTER,12,WRONG PARKING,High ground,2023-11-17,2024-02-01,CRITICAL,5000,1
FKN00GL0580,SCHOOL VEHICLE,12,NO PARKING,Rajajinagar,2023-11-12,2023-12-20,CRITICAL,5000,1
FKN00GL7335,MINI LORRY,12,WRONG PARKING,Halasuru Gate,2023-11-19,2024-03-24,CRITICAL,5000,1
FKN00GL5166,SCOOTER,12,NO PARKING,HAL Old Airport,2023-11-15,2024-04-06,CRITICAL,5000,1
FKN00GL49345,MOTOR CYCLE,12,NO PARKING,"Hebbala, Kodigehalli",2023-12-06,2024-02-20,CRITICAL,5000,1
FKN00GL15235,CAR,12,NO PARKING,Malleshwaram,2023-11-11,2024-03-19,CRITICAL,5000,1
FKN00GL49847,CAR,12,NO PARKING,Halasur,2023-11-17,2024-04-05,CRITICAL,5000,1
FKN00GL36866,PASSENGER AUTO,12,NO PARKING,"Halasuru Gate, Upparpet",2023-11-15,2024-02-29,CRITICAL,5000,1
FKN00GL26355,SCOOTER,12,WRONG PARKING,Shivajinagar,2023-11-12,2024-02-11,CRITICAL,5000,1
FKN00GL6235,CAR,12,NO PARKING,Upparpet,2023-11-11,2024-03-07,CRITICAL,5000,1
FKN00GL138267,SCOOTER,12,WRONG PARKING,Shivajinagar,2023-11-15,2023-12-19,CRITICAL,5000,1
FKN00GL6108,SCOOTER,12,NO PARKING,Upparpet,2023-11-14,2024-02-02,CRITICAL,5000,1
FKN00GL54162,SCOOTER,12,WRONG PARKING,Rajajinagar,2023-12-04,2023-12-04,CRITICAL,5000,1
FKN00GL53581,CAR,12,WRONG PARKING,Rajajinagar,2023-11-18,2024-04-07,CRITICAL,5000,1
FKN00GL11177,PASSENGER AUTO,12,WRONG PARKING,Shivajinagar,2023-11-12,2024-03-18,CRITICAL,5000,1
FKN00GL9608,CAR,12,WRONG PARKING,Rajajinagar,2023-11-18,2024-04-07,CRITICAL,5000,1
FKN00GL3209,SCOOTER,12,NO PARKING,HAL Old Airport,2024-01-01,2024-03-28,CRITICAL,5000,1
FKN00GL3761,SCOOTER,12,NO PARKING,Shivajinagar,2023-11-11,2024-03-17,CRITICAL,5000,1
FKN00GL8816,PASSENGER AUTO,12,NO PARKING,Shivajinagar,2023-11-18,2024-03-31,CRITICAL,5000,1
FKN00GL54146,SCOOTER,12,WRONG PARKING,Rajajinagar,2023-12-04,2023-12-04,CRITICAL,5000,1
FKN00GL28038,FACTORY BUS,12,PARKING IN A MAIN ROAD,HAL Old Airport,2023-12-20,2024-03-01,CRITICAL,5000,1
FKN00GL2865,SCOOTER,12,WRONG PARKING,Vijayanagara,2023-11-30,2024-03-15,CRITICAL,5000,1
FKN00GL59665,GOODS AUTO,12,NO PARKING,K.R. Pura,2023-11-15,2024-03-11,CRITICAL,5000,1
FKN00GL13448,LGV,12,WRONG PARKING,"V.V.Puram (C.Pet), City Market",2023-11-21,2024-03-27,CRITICAL,5000,1
FKN00GL60902,SCOOTER,12,WRONG PARKING,Shivajinagar,2023-11-15,2024-02-25,CRITICAL,5000,1
FKN00GL10595,PASSENGER AUTO,12,WRONG PARKING,Shivajinagar,2023-12-03,2024-04-08,CRITICAL,5000,1
FKN00GL28770,TANKER,12,WRONG PARKING,"Malleshwaram, Rajajinagar",2023-11-15,2024-02-25,CRITICAL,5000,1
FKN00GL113054,MOTOR CYCLE,12,NO PARKING,Shivajinagar,2023-11-15,2023-11-22,CRITICAL,5000,1
FKN00GL9908,MOTOR CYCLE,11,WRONG PARKING,Vijayanagara,2023-11-15,2024-03-12,CRITICAL,5000,1
FKN00GL2730,SCOOTER,11,WRONG PARKING,HAL Old Airport,2024-01-11,2024-03-14,CRITICAL,5000,1
